STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1087604,0,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52187,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1097552,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50886,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",534844,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",307812,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",493750,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52865,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",477604,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66562,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",490938,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64062,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1038645,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",63594,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3066563,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70625,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",948958,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60000,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",702448,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59479,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",577917,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57343,0,0,0,True
